minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
1,9,0.33,62,341,20
1,13,0.81,6,365,45
2,176,3.46,3,331,182
3,7,0.32,1,0,125
3,91,2.79,1,269,125
30,80,1.49,1,123,78
1,29,0.46,2,334,175
2,47,0.72,1,0,65
31,3,0.24,4,334,45
2,4,0.08,1,0,120
3,1,0.02,1,0,261
3,2,0.18,3,0,250
3,3,0.22,1,361,5000
1,2,0.03,1,365,50
2,32,0.47,1,352,255
2,1,0.17,1,0,30
30,69,1.57,65,343,1089
2,3,1.88,10,110,105
31,25,0.94,1,172,49
4,16,1.51,3,329,558
30,155,3.07,30,340,199
2,4,0.32,1,0,194
1,41,1.61,2,315,99
14,13,1.08,1,0,39
25,42,0.92,2,122,45
30,36,0.63,1,239,125
30,20,0.82,20,365,20
2,1,0.03,1,0,1300
2,105,2.54,1,68,65
7,1,0.1,12,360,120
1,3,0.21,124,57,399
30,1,0.07,4,179,118
3,3,0.39,1,8,75
31,11,0.28,1,112,95
1,2,0.31,8,253,81
1,8,0.18,3,0,89
30,44,1.05,1,333,86
2,193,3.94,2,4,313
1,40,0.96,1,276,300
8,12,0.68,5,269,950
2,2,0.17,58,180,199
4,11,0.75,284,315,265
1,3,0.12,1,88,206
1,8,0.32,5,157,179
2,50,1.78,1,109,69
30,15,0.24,7,301,150
1,24,1.14,5,365,195
1,15,3.44,1,70,69
1,5,0.72,1,251,178
30,30,1.71,21,1,35
1,111,2.02,90,350,125
30,19,0.53,2,89,100
2,247,4.95,1,251,121
1,3,0.13,1,0,124
30,6,0.1,5,365,33
2,24,0.48,2,269,85
3,2,0.55,110,293,399
2,4,0.12,1,0,175
1,103,4.99,5,365,58
1,5,0.56,1,157,160
1,9,2.76,1,316,82
6,122,2.32,51,0,78
2,25,0.61,1,78,90
30,90,0.8,1,44,187
30,1,0.65,17,365,136
2,31,2.18,5,365,90
1,72,1.37,6,0,52
2,209,3.0,2,175,120
1,77,6.77,1,0,199
91,10,0.22,18,364,249
1,24,0.68,2,175,200
1,27,0.65,13,257,175
3,63,1.13,1,222,248
1,88,3.18,1,292,75
2,170,1.91,1,278,225
30,26,0.63,1,0,75
365,26,0.24,1,362,250
1,13,0.87,2,0,99
2,15,3.75,1,0,136
30,21,1.42,2,0,35
1,9,0.3,37,365,165
30,1,0.03,31,182,194
3,6,0.19,87,302,140
1,1,0.64,27,350,312
30,1,0.3,12,194,172
3,73,1.76,1,0,50
3,48,0.89,83,315,217
1,1,0.75,6,114,192
1,4,0.15,6,82,80
3,1,0.68,47,362,391
2,145,3.75,1,81,100
7,2,0.04,1,0,60
2,119,1.88,1,89,137
1,7,0.63,2,126,40
3,38,1.47,1,68,86
180,50,1.58,52,0,932
2,54,1.2,76,76,212
30,31,0.43,1,83,115
7,1,0.07,1,355,139
29,20,0.79,1,179,232
1,126,4.08,15,311,139
4,1,0.07,112,153,440
5,8,0.16,1,0,140
1,573,8.33,1,14,130
30,5,2.78,110,76,86
2,4,0.09,2,0,575
30,9,0.59,3,241,20
2,29,0.37,31,363,999
1,300,5.34,3,143,90
3,146,1.15,2,365,58
3,116,4.14,1,71,78
4,15,0.43,2,250,42
3,159,1.54,1,170,119
1,2,0.59,2,90,39
1,165,5.91,1,326,144
4,54,1.56,3,306,89
2,2,2.0,1,80,170
1,35,1.5,1,327,201
30,76,1.64,2,314,59
1,5,0.24,1,364,100
4,96,5.27,1,235,89
2,112,2.77,13,129,89
10,2,0.05,43,290,89
1,38,0.39,10,365,45
2,78,0.85,1,0,250
30,2,0.08,1,0,650
1,37,2.35,1,90,48
30,83,2.71,17,313,60
30,1,0.02,1,0,125
2,3,0.3,1,0,69
2,13,0.22,1,0,228
3,1,0.07,1,200,160
30,4,0.3,27,100,50
2,50,1.93,2,313,35
1,1,0.03,1,0,89
2,21,0.84,7,145,545
3,16,1.54,1,67,89
7,51,0.99,1,307,235
1,49,1.54,6,348,100
2,4,0.42,1,361,40
2,48,1.15,4,337,324
2,25,0.86,30,0,205
20,104,1.15,1,353,55
1,28,1.39,22,42,295
7,21,0.56,2,163,52
2,81,1.22,1,0,118
90,4,0.34,4,365,50
2,17,0.72,100,345,138
4,21,0.99,63,329,675
30,163,3.26,3,362,146
4,182,2.86,1,40,80
2,5,0.15,3,338,118
2,50,3.85,1,150,59
2,9,0.29,7,365,35
31,23,1.06,52,67,100
1,2,0.05,1,0,83
3,7,0.35,1,0,99
1,70,2.19,7,182,200
1,175,2.89,3,0,375
2,2,2.0,7,361,140
5,74,1.09,23,0,209
2,80,2.21,33,191,122
4,3,0.12,1,0,99
30,7,0.47,1,18,250
1,4,0.82,68,102,292
3,1,0.68,11,348,1800
6,12,0.22,1,0,53
2,239,4.67,1,21,100
3,101,1.69,1,1,150
3,2,0.27,7,0,42
31,2,0.1,8,333,125
3,47,2.53,1,87,401
5,1,0.02,1,0,299
30,11,0.73,2,84,91
3,207,3.25,2,60,76
1,38,3.73,1,48,82
1,8,0.24,1,365,200
1,1,0.04,2,0,120
2,89,1.98,1,269,175
2,1,0.12,15,0,643
1,13,1.03,5,228,180
1,11,0.39,142,348,91
3,11,0.18,1,364,1000
30,13,1.48,1,0,130
30,27,0.68,1,269,300
2,56,1.36,1,257,398
1,115,2.5,5,180,43
3,1,0.17,154,365,156
1,106,6.14,1,319,40
20,12,0.34,2,5,60
1,16,0.39,1,0,69
3,7,0.17,3,363,160
30,6,0.19,1,0,125
3,1,0.17,2,362,60
2,333,6.75,1,294,98
1,121,2.76,1,146,44
1,253,7.54,5,361,53
35,3,0.04,1,0,185
25,2,0.73,1,0,70
30,20,0.27,3,336,89
2,130,2.57,1,156,115
3,5,0.9,3,0,150
1,1,0.06,233,247,294
3,1,0.33,3,89,75
7,9,0.26,1,5,225
3,100,2.82,1,16,149
5,5,0.14,1,364,220
1,90,0.94,2,254,743
30,50,1.99,1,365,225
5,139,4.39,3,81,69
14,3,0.22,2,160,495
3,1,0.05,10,3,490
1,96,1.84,2,347,297
1,19,0.68,2,88,146
3,2,0.21,1,362,110
1,19,0.63,36,112,322
1,5,1.15,1,265,32
1,31,1.97,12,252,196
2,9,0.81,1,252,89
30,23,0.59,2,105,60
1,2,0.08,233,59,149
3,87,1.03,2,355,99
1,66,1.83,142,365,85
1,7,0.24,40,267,184
1,84,1.44,1,263,205
3,108,2.14,4,364,65
2,206,3.3,1,258,145
15,14,1.25,1,157,193
30,27,2.38,1,0,65
14,1,0.07,1,6,500
1,5,0.22,8,0,40
3,3,0.1,1,0,84
5,1,0.1,1,179,153
5,9,0.68,3,0,50
31,1,0.17,2,365,109
30,20,0.37,7,365,165
1,194,2.28,3,225,455
1,5,0.11,6,0,133
5,1,0.06,157,172,215
3,4,0.11,2,0,185
1,84,4.8,11,67,55
1,7,3.13,2,171,79
30,66,0.68,1,334,92
30,56,1.57,1,315,140
5,2,0.08,1,147,350
1,1,0.06,2,179,60
3,175,4.63,1,124,100
1,13,2.17,1,364,43
30,27,0.23,2,329,99
1,207,4.56,1,92,140
1,2,0.09,5,0,83
4,123,1.85,35,204,155
3,1,0.47,166,337,215
2,351,5.66,1,0,146
1,130,3.45,2,31,60
3,33,0.86,34,308,237
3,4,0.75,1,0,88
3,14,0.25,1,357,595
3,14,0.46,2,269,180
2,28,2.07,1,14,90
3,51,2.34,1,0,119
1,159,7.64,5,0,84
1,116,5.43,4,146,129
1,12,0.24,2,0,36
1,22,0.86,3,0,68
30,2,0.08,41,364,77
30,15,0.29,6,365,180
1,1,0.11,78,326,169
1,14,1.87,4,363,99
3,27,2.17,1,343,310
3,55,1.46,2,131,144
4,18,0.19,2,0,327
2,262,5.32,4,321,153
1,45,1.85,1,180,45
2,11,0.49,10,353,34
3,134,5.41,1,41,100
1,473,4.99,3,86,70
2,166,4.35,1,65,169
2,51,1.44,1,341,149
2,3,1.76,1,284,204
4,5,0.13,33,365,34
1,16,1.96,4,90,75
30,38,1.62,1,0,109
1,63,3.14,5,88,31
2,86,1.71,2,262,88
2,4,0.56,2,90,107
1,231,5.68,4,151,55
1,65,2.52,1,350,100
1,2,0.1,28,364,1007
30,13,0.21,1,336,75
3,141,2.23,1,271,105
4,3,0.08,1,0,130
4,5,0.26,1,0,75
5,67,1.2,4,0,250
3,58,1.63,4,322,3795
30,38,2.28,2,326,65
30,1,0.08,3,88,100
30,114,2.91,12,90,146
2,22,2.58,4,365,65
30,6,0.1,2,0,50
2,10,4.11,2,356,1629
4,3,2.81,2,225,250
2,1,0.14,89,365,175
3,4,0.15,166,282,204
2,1,1.0,1,174,67
30,28,0.74,2,84,35
1,14,0.81,38,0,199
7,4,0.06,4,329,180
5,4,0.21,2,364,89
1,3,0.54,2,44,120
30,50,1.94,3,89,115
2,94,1.83,1,158,55
1,16,2.87,1,0,32
2,34,1.26,1,201,280
2,29,0.47,2,179,200
30,94,1.97,1,225,173
31,16,0.17,1,0,91
1,4,0.11,1,0,59
4,14,0.57,2,351,354
30,16,1.18,2,77,189
2,90,3.12,1,70,118
31,5,0.24,44,365,101
2,15,1.06,17,339,385
2,36,0.6,1,78,295
5,3,1.27,1,363,95
30,2,0.18,1,353,150
2,19,0.78,1,2,95
30,43,1.19,44,0,325
30,17,1.81,9,362,73
2,2,0.34,5,364,129
90,38,1.04,2,249,65
2,1,0.12,1,0,150
2,102,3.58,1,48,96
2,75,2.06,20,269,202
2,381,5.56,1,302,115
30,1,0.11,18,248,30
3,168,4.24,1,42,115
2,45,3.92,3,111,112
30,1,0.47,115,9,111
3,64,1.97,13,255,139
3,1,0.03,50,0,2339
1,46,2.28,1,341,249
2,60,1.73,1,256,77
30,8,0.17,1,365,65
1,21,2.69,1,231,90
2,6,0.14,1,0,73
5,7,0.3,1,69,210
2,63,6.82,7,45,196
1,36,3.26,5,103,71
5,16,0.45,1,0,220
30,125,4.19,11,163,42
3,29,0.68,1,0,515
1,13,2.98,41,0,99
4,17,0.32,63,292,200
3,37,1.03,1,140,135
1,14,0.25,1,89,72
1,11,1.54,14,353,699
1,60,2.33,4,171,89
3,1,0.06,1,267,500
2,27,0.46,1,89,150
1,12,2.83,1,71,40
1,5,0.19,233,230,1264
7,1,0.09,3,89,78
7,34,0.49,1,0,80
3,139,2.27,2,179,75
3,13,2.81,3,270,600
1,9,0.66,1,172,100
14,3,0.19,1,0,49
14,16,0.32,1,153,399
7,1,0.02,1,0,82
30,35,0.74,1,178,145
2,11,1.67,1,11,77
3,11,1.11,5,75,140
1,97,4.72,3,165,67
3,10,0.83,1,31,375
30,62,1.46,1,0,50
3,4,2.22,1,160,150
30,25,2.27,2,0,162
2,64,2.07,2,362,135
2,132,2.06,1,89,190
2,92,1.14,3,310,75
3,1,0.58,1,21,522
30,5,0.55,1,179,199
3,8,0.28,1,0,100
29,3,0.12,81,364,37
2,7,0.56,1,329,50
7,7,0.11,1,0,160
3,94,2.05,1,364,148
2,38,2.07,3,173,255
1,1,0.04,3,89,259
2,1,0.1,1,89,91
2,2,0.15,2,85,500
3,16,1.0,23,314,125
30,62,1.19,1,314,70
3,2,0.23,1,162,513
2,24,1.4,10,0,561
1,113,1.66,3,0,133
1,12,0.96,47,346,349
2,344,5.71,2,352,100
1,126,6.27,1,63,80
1,25,0.67,1,270,49
3,4,1.1,11,352,79
1,33,8.92,5,118,193
2,14,0.4,89,282,149
1,13,0.97,12,281,165
3,2,0.23,195,353,100
4,147,2.26,3,230,55
10,5,0.07,2,311,155
3,138,1.37,1,184,180
1,73,4.88,3,254,125
1,5,0.08,1,0,175
28,6,0.11,1,362,255
1,1,0.44,15,365,46
3,64,1.91,2,204,398
1,3,0.05,1,0,145
30,1,0.15,206,0,113
1,72,3.82,3,221,45
3,330,5.96,1,62,77
4,1,0.04,1,0,120
1,86,3.25,2,358,105
1,21,1.17,3,314,40
3,8,0.21,96,123,110
3,3,0.1,55,365,159
30,12,0.22,2,364,38
2,220,6.19,1,174,90
2,8,0.92,1,327,489
2,227,4.32,1,0,110
3,1,0.16,3,0,40
28,2,1.15,99,188,90
2,3,0.09,34,104,593
3,6,0.61,1,12,90
1,46,3.81,1,46,52
1,53,4.29,1,115,120
1,5,1.88,2,359,771
2,94,1.15,1,260,600
2,56,1.42,15,221,141
5,12,0.59,1,170,216
2,164,3.65,1,0,99
30,9,0.72,3,0,268
31,44,1.37,1,180,200
1,67,4.53,5,0,49
2,11,0.37,1,0,121
30,154,1.73,2,364,125
2,135,2.7,2,328,179
30,1,0.04,1,270,200
1,1,0.02,1,0,40
3,1,0.08,8,11,139
1,29,1.41,1,77,24
30,22,2.06,1,0,140
30,10,0.16,1,0,145
4,29,1.13,7,341,65
3,37,0.69,34,346,134
3,32,2.45,3,0,27
1,61,1.36,2,248,60
25,6,0.09,19,364,39
2,8,1.38,2,363,135
4,8,0.13,1,0,47
2,168,2.44,1,127,85
2,45,2.25,2,321,269
7,2,0.05,1,0,99
7,16,0.16,5,149,139
1,126,6.57,5,85,35
2,4,2.03,130,364,172
1,2,0.08,2,0,130
30,8,0.31,3,131,130
6,6,0.12,1,0,38
2,85,1.64,1,0,71
29,1,1.0,28,343,250
30,48,1.06,7,121,132
3,40,1.56,3,0,99
4,1,0.05,284,48,229
5,3,0.2,30,270,566
1,17,2.17,1,234,70
30,2,0.07,5,22,120
1,5,0.73,19,331,255
30,20,1.56,12,272,90
3,7,0.12,1,0,150
1,672,9.33,2,166,85
2,80,2.52,7,159,679
5,20,1.05,1,365,75
30,11,1.56,125,1,269
3,7,0.08,1,358,400
15,8,0.29,2,89,200
30,9,0.43,4,364,78
30,8,0.63,1,0,85
3,19,1.44,1,59,75
1,7,1.96,5,103,360
4,3,0.71,14,0,30
1,102,1.51,4,365,45
2,12,1.24,1,0,151
2,45,1.11,4,365,55
3,10,0.9,1,0,95
31,66,5.29,7,0,161
1,2,0.13,1,0,80
30,1,0.32,393,236,142
3,15,2.27,1,86,63
3,18,0.28,1,159,89
30,20,0.31,51,180,92
6,8,0.1,1,0,134
2,3,0.13,1,0,70
365,42,1.76,52,0,210
1,25,0.58,1,114,481
1,7,3.96,14,4,59
2,6,0.78,2,11,46
2,34,2.98,2,69,132
30,6,0.26,4,206,338
3,4,0.13,1,342,80
1,36,0.9,9,334,80
30,2,0.06,1,0,49
91,14,0.28,1,0,65
5,11,0.18,1,0,100
1,22,0.77,2,196,109
2,327,3.67,2,0,140
2,50,0.91,1,365,275
2,9,0.8,25,0,517
3,68,3.64,2,342,119
3,7,0.75,3,0,35
5,34,0.91,2,2,365
1,4,0.08,1,0,119
2,27,0.7,84,176,246
3,28,1.89,4,90,264
30,56,1.1,1,320,90
2,32,0.33,2,304,150
4,281,5.9,13,3,73
2,162,3.72,1,341,100
30,35,1.93,1,79,205
180,3,0.28,2,128,84
2,3,0.28,4,364,40
30,85,3.46,39,74,45
1,1,0.02,1,0,75
31,4,0.33,393,0,180
30,1,0.06,2,284,53
3,23,0.47,3,271,600
30,3,0.25,2,0,80
1,169,5.92,1,81,91
28,7,0.37,1,52,90
3,20,1.42,2,150,333
2,124,2.84,8,307,65
1,21,1.64,3,71,40
2,7,3.44,6,350,92
2,51,2.1,1,79,148
2,17,1.54,1,0,69
4,19,0.73,2,245,248
1,189,1.61,1,202,133
30,3,0.11,1,0,100
2,99,4.49,2,150,52
1,2,0.21,1,0,250
7,2,0.09,1,362,28
2,10,0.36,35,320,350
2,4,0.06,1,364,80
1,18,0.76,3,0,30
4,2,0.36,14,249,119
2,27,1.87,3,169,149
2,1,0.09,11,342,80
30,58,1.66,1,89,200
30,36,1.8,6,67,76
1,54,1.29,1,61,57
30,5,0.27,1,119,229
1,252,8.11,1,0,39
1,11,0.72,3,0,60
1,2,0.05,4,0,60
30,16,0.28,3,182,167
2,96,1.84,2,284,88
3,92,3.01,6,17,59
2,12,0.61,26,329,258
1,203,7.44,1,320,104
30,126,2.13,3,145,80
2,64,1.55,1,0,225
4,54,0.89,6,340,102
2,207,5.46,2,175,88
3,51,1.76,49,116,126
1,2,0.29,19,288,170
28,34,0.42,1,327,65
30,101,1.46,3,365,45
30,34,0.64,1,364,695
30,20,0.25,13,0,125
2,48,3.6,4,42,126
6,2,0.04,1,0,130
3,44,2.54,2,178,140
1,9,1.34,15,358,70
2,91,3.92,1,0,220
3,7,0.11,1,0,36
3,9,0.41,4,365,247
1,205,4.74,1,144,95
2,2,2.0,1,19,599
91,5,0.11,18,193,229
31,5,0.37,37,159,118
1,9,1.76,1,0,81
2,4,0.22,1,0,110
2,9,2.65,1,4,120
1,2,0.32,6,352,321
3,11,1.45,2,360,800
2,22,0.61,1,0,218
3,30,1.3,2,329,243
3,35,0.47,1,365,130
2,25,1.88,1,334,189
2,24,0.51,1,0,60
3,54,0.94,2,106,88
2,50,1.5,1,218,98
2,98,1.12,2,0,85
1,34,2.57,1,132,43
4,1,0.05,1,0,149
1,361,6.74,31,176,61
2,71,4.49,4,62,108
30,11,0.34,195,352,156
7,3,0.12,4,179,75
60,8,0.13,10,0,74
1,45,0.89,1,86,85
2,19,0.61,1,262,95
4,3,0.21,1,58,175
30,132,1.91,1,0,130
1,34,2.15,3,26,75
3,13,0.72,1,89,75
2,1,0.03,1,0,150
3,4,0.33,107,230,116
30,1,0.09,4,363,44
1,6,0.53,1,361,69
7,2,0.15,1,364,170
5,5,0.1,1,232,125
2,40,1.4,56,19,355
2,49,1.96,2,85,42
2,3,0.14,6,128,83
2,13,1.22,3,78,40
30,5,0.13,1,0,105
5,8,0.11,2,364,70
31,68,1.99,1,159,45
4,1,0.16,149,300,650
2,2,0.04,2,0,375
30,8,0.35,2,0,500
3,1,0.24,2,0,70
1,15,1.11,3,146,95
1,217,4.72,1,1,76
10,57,1.47,11,149,84
1,104,2.19,14,180,67
30,1,0.03,1,178,140
31,7,0.33,44,256,97
30,1,0.21,1,256,75
9,2,0.06,1,0,295
2,9,0.09,1,216,428
1,105,3.15,7,364,79
2,1,0.51,71,90,242
1,10,0.14,1,0,75
30,36,3.46,2,254,200
2,65,3.3,5,92,29
1,12,1.09,2,2,79
1,1,0.57,1,0,90
2,6,0.67,1,68,210
1,4,0.08,1,0,50
2,1,0.08,1,173,580
4,120,2.36,1,46,119
2,55,2.44,1,0,75
2,208,7.5,1,0,93
2,6,0.4,7,365,1143
1,1,0.12,1,0,300
3,29,2.57,2,141,150
2,9,0.21,1,0,55
4,13,0.28,1,0,190
1,4,0.39,1,0,50
2,1,0.86,29,61,69
1,5,0.07,1,0,180
180,31,2.12,20,347,350
28,16,0.28,9,84,29
1,144,5.74,4,75,115
2,3,0.24,4,134,55
1,76,1.65,12,365,51
2,110,4.32,13,0,85
1,3,0.06,90,320,250
2,53,2.08,1,0,120
30,11,0.26,3,0,80
3,137,2.93,1,0,135
7,26,2.09,1,4,239
3,21,0.92,1,365,193
2,55,0.76,3,186,99
14,3,0.1,4,180,55
30,1,0.02,1,0,175
2,5,5.0,3,121,97
91,168,1.71,1,296,175
2,2,1.03,1,334,81
2,119,4.48,7,349,57
1,64,1.58,2,166,346
2,12,0.57,1,355,743
1,2,0.04,2,0,85
1,3,0.09,2,362,200
30,3,0.06,2,358,125
30,1,0.02,1,0,55
30,55,1.91,2,0,185
2,20,1.73,2,171,99
30,2,0.15,1,47,150
3,116,2.03,1,0,175
1,1,0.24,5,227,385
1,67,3.65,1,86,98
5,9,0.18,1,0,40
2,74,3.13,1,260,332
2,8,0.65,2,242,895
2,170,2.74,1,350,115
2,21,1.9,1,40,59
2,66,2.77,1,95,59
60,1,0.11,1,0,90
3,34,0.56,1,342,532
1,1,1.0,2,313,195
4,3,0.25,1,173,200
2,7,0.63,1,346,98
4,191,3.79,3,161,175
1,1,0.13,3,0,44
1,1,0.58,56,92,500
1,251,4.11,2,191,120
1,1,0.04,12,0,113
7,2,0.26,2,268,275
1000,64,1.18,1,365,90
1,17,0.29,1,0,81
1,9,0.13,1,0,400
1,140,5.83,1,0,81
3,1,0.03,1,0,500
1,7,0.79,1,85,46
2,21,0.83,1,215,150
2,164,5.18,1,85,99
1,94,1.22,1,0,75
180,33,2.46,1,363,60
1,67,3.55,1,62,86
5,4,0.24,2,53,60
2,103,4.32,1,322,135
1,13,0.52,4,334,1498
1,1,0.08,3,364,263
5,51,0.93,9,293,137
2,1,0.03,2,269,800
1,14,0.27,1,0,98
30,49,0.95,1,0,96
1,369,6.19,1,0,350
2,2,0.04,1,0,100
3,32,2.04,1,48,179
3,23,0.48,1,0,67
1,71,1.2,2,143,89
2,5,0.11,1,364,102
4,40,2.97,2,92,99
1,1,0.14,78,233,317
3,41,1.26,59,17,125
6,5,0.15,1,0,130
30,1,0.04,2,1,165
2,100,5.26,2,44,175
3,35,1.64,83,304,99
2,26,0.61,1,170,1938
1,1,0.02,1,0,195
30,2,0.53,1,23,80
4,1,0.05,1,0,375
30,10,0.2,7,48,95
5,4,0.13,1,213,225
3,86,1.57,3,89,49
4,61,1.18,1,65,400
30,38,1.1,5,292,51
30,2,0.03,1,0,80
5,1,0.08,1,0,70
1,3,0.48,2,338,110
2,122,2.28,1,286,75
3,15,2.02,118,55,108
30,1,0.02,1,0,120
1,4,0.22,34,173,450
30,5,0.1,1,0,149
3,103,1.98,1,288,170
20,10,1.49,2,113,225
3,5,0.43,9,298,571
1,1,0.14,10,334,199
31,3,0.14,61,268,72
5,25,1.59,1,358,125
3,6,0.21,166,267,559
3,121,2.81,2,157,112
2,13,0.88,195,300,160
10,6,0.9,3,360,325
1,17,0.47,1,0,58
12,11,0.26,1,0,157
1,1,0.02,1,0,120
2,41,0.45,1,364,162
1,5,3.13,16,362,139
1,3,0.25,2,364,170
1,56,3.08,39,114,65
5,3,0.07,1,83,299
1,18,1.74,2,361,100
2,3,0.45,3,84,33
2,134,3.71,1,156,280
2,6,0.14,14,0,79
1,272,8.37,1,66,75
1,204,3.33,1,338,119
3,5,0.6,83,258,496
30,6,0.12,1,0,129
30,57,0.77,23,365,98
4,25,2.44,4,169,1685
3,15,1.42,1,343,109
1,24,1.02,7,180,95
30,91,1.43,3,63,55
7,57,0.55,3,83,74
3,7,1.2,2,139,250
6,16,1.1,1,191,85
2,2,0.07,1,86,65
3,1,0.14,104,272,1081
1,104,1.9,2,12,120
1,16,0.87,28,355,1009
30,55,1.95,20,361,215
3,2,0.03,1,0,125
7,7,0.23,2,0,40
1,23,0.52,4,239,115
1,1,0.6,35,365,22
1,84,2.85,9,365,110
30,58,0.98,1,365,77
30,3,0.08,88,262,90
2,4,0.18,6,0,59
1,18,0.28,1,330,60
2,7,0.42,195,308,134
4,16,1.11,22,4,170
2,20,1.88,63,192,86
3,3,0.13,1,159,175
3,3,0.06,1,0,35
7,7,0.08,1,364,1000
7,1,0.05,1,0,89
2,4,0.49,1,62,46
2,131,1.38,2,0,90
1,32,2.35,1,7,65
31,9,0.53,44,340,92
1,73,2.44,5,153,159
1,1,0.15,181,350,140
4,94,1.9,1,306,284
1,6,0.08,1,365,250
3,229,4.18,1,65,170
2,4,0.13,1,0,51
2,211,2.48,1,328,81
1,96,1.66,1,254,125
1,31,0.47,1,88,80
3,5,0.35,127,333,184
3,2,0.16,13,350,145
3,50,1.71,1,149,100
14,2,0.07,1,358,249
3,7,0.26,1,0,150
2,20,0.32,1,0,64
2,46,2.27,1,0,95
1,3,0.13,1,0,92
2,12,0.53,39,353,146
3,46,0.53,6,17,199
2,123,3.34,4,362,120
2,104,1.27,3,170,140
1,19,0.37,1,0,63
3,25,0.98,107,230,178
31,30,1.26,10,364,85
1,7,0.23,12,260,287
2,1,1.0,63,203,132
1,53,2.38,1,0,85
1,6,0.23,1,89,50
28,1,0.07,130,192,39
1,14,1.44,2,17,145
1,7,1.05,1,8,79
1,3,0.27,1,87,221
2,162,4.3,1,341,50
2,346,5.11,1,306,98
1,1,0.08,3,88,45
2,1,0.12,1,0,575
2,23,0.71,1,0,95
3,1,1.0,67,188,400
1,32,1.31,1,0,50
2,37,1.51,3,0,119
2,7,0.35,100,358,98
2,219,3.39,1,342,140
2,60,4.86,1,104,293
30,86,3.67,3,122,42
2,6,0.22,1,222,395
2,432,6.55,1,262,108
5,47,1.14,1,64,75
3,18,2.44,26,0,64
3,19,0.59,74,267,375
2,78,1.43,18,333,320
2,293,4.23,1,363,200
1,10,1.03,39,252,79
30,42,0.94,1,85,98
2,3,0.07,1,0,85
1,164,5.21,1,78,82
1,1,0.02,1,0,168
30,14,0.73,125,346,249
1,2,0.46,2,0,50
1,83,3.6,2,177,140
31,169,3.62,2,344,135
2,24,1.25,2,148,49
7,53,1.92,3,0,105
30,3,0.06,1,0,265
2,19,1.06,5,99,215
1,6,0.76,20,15,153
2,54,1.06,1,0,80
2,4,0.07,1,0,133
2,17,1.87,32,340,303
1,146,5.62,2,230,215
5,71,1.46,1,307,179
3,5,0.89,44,0,103
2,130,3.04,2,137,111
1,133,8.42,1,40,91
1,1,0.02,1,0,80
4,1,1.0,1,68,200
3,141,4.28,4,75,106
1,2,0.05,1,0,275
30,1,0.03,9,178,90
31,3,0.22,86,159,111
5,9,0.15,20,360,800
30,28,1.42,6,344,58
3,129,1.65,1,27,440
30,89,2.39,2,112,77
30,4,0.26,1,237,33
4,5,0.14,35,323,181
1,1,0.91,1,0,168
2,2,0.05,1,0,24
30,4,0.45,1,70,110
30,150,1.52,21,2,35
30,34,0.47,3,363,557
2,70,2.58,5,333,120
1,2,0.03,1,0,49
1,4,1.29,26,333,99
1,17,0.3,1,0,74
1,63,3.98,2,82,45
2,5,0.07,1,0,145
2,48,1.07,14,320,338
30,351,7.71,2,177,85
2,21,0.85,4,309,608
1,1,0.2,78,263,10000
3,73,2.14,83,299,99
30,26,0.66,5,15,263
3,13,0.71,1,46,99
2,14,1.9,8,176,119
2,6,0.15,2,0,129
30,20,1.32,4,108,150
30,25,0.43,1,352,62
6,49,1.73,20,180,62
1,137,2.09,13,285,160
1,2,0.45,59,70,119
2,230,4.23,1,32,159
2,28,1.84,2,66,99
2,7,0.2,1,0,59
1,82,4.84,1,257,49
1,9,0.74,1,0,119
3,142,2.33,3,119,119
1,144,8.14,5,274,69
2,71,1.24,100,363,75
9,2,0.11,1,78,165
1,10,0.22,171,312,595
1,69,6.22,2,1,72
1,54,3.53,10,294,264
3,13,1.44,2,0,52
2,68,1.18,36,355,125
30,53,1.44,4,0,125
5,5,0.47,1,363,70
1,109,2.71,1,0,155
3,6,0.12,17,0,441
2,26,1.29,1,0,110
30,20,1.3,6,278,25
30,1,0.6,196,341,193
3,78,2.97,2,72,109
28,1,0.12,99,182,102
1,28,0.45,19,317,150
3,68,2.55,1,16,86
30,1,0.02,1,0,250
1,4,4.0,8,365,153
3,89,2.49,1,298,317
1,3,1.53,72,325,230
30,199,3.07,3,0,39
30,100,1.24,2,364,80
1,248,3.27,1,321,140
1,2,0.04,1,0,88
1,112,3.81,3,355,45
2,9,0.43,8,261,198
30,1,0.1,1,0,120
3,15,1.2,1,89,70
7,13,0.15,12,13,69
60,2,0.08,3,294,60
30,1,0.16,1,89,200
1,34,0.8,6,248,206
2,2,0.29,1,89,225
1,2,0.06,2,320,80
2,5,0.23,16,365,69
7,11,0.15,1,101,110
10,4,0.43,1,160,38
1,32,1.46,4,364,96
31,1,0.12,3,62,298
3,12,0.24,1,0,143
1,125,3.54,2,0,39
1,8,1.5,20,363,115
4,11,0.2,1,0,200
4,67,1.37,1,0,90
1,9,0.12,1,128,111
15,1,0.21,107,0,47
31,1,0.12,30,95,90
1,202,6.47,18,0,398
14,2,0.15,1,0,120
3,5,0.57,14,351,500
1,361,8.05,2,256,115
1,3,0.07,233,252,195
3,3,0.2,1,0,88
2,2,0.07,1,89,100
2,11,2.12,1,0,98
2,7,0.24,2,365,250
3,4,0.9,9,364,407
2,83,1.6,1,309,335
15,29,0.43,1,33,132
30,1,0.12,42,250,155
